"","stand","ac_type","ac_type_long","updated_at"
"5221","A-4A","E95","EMB 195",2021-03-24 23:15:48
"5222","A-4A","32B","Airbus A321 Sharklets",2021-03-24 23:15:48
"5223","A-4A","32A","Airbus A320 Sharklets",2021-03-24 23:15:48
"5224","A-4A","221","Airbus A221",2021-03-24 23:15:48
"5225","A-4A","223","Airbus A223",2021-03-24 23:15:48
"5226","A-4A","7M8","Boeing 737 MAX 8",2021-03-24 23:15:49
"5227","A-4A","7M9","Boeing 737 MAX 9",2021-03-24 23:15:49
"5228","A-4A","319","A319",2021-03-24 23:15:48
"5229","S-9A","320","A320-100/200",2021-03-24 23:15:49
"5230","S-9A","733","737-300",NA
"5231","S-9A","717","717",2021-03-24 23:15:49
"5232","S-9A","738","737-800",2021-03-24 23:15:49
"5233","S-9A","739","737-900",2021-03-24 23:15:49
"5234","S-9A","73G","737-700",2021-03-24 23:15:49
"5235","S-9A","73H","737-800 (winglets)",2021-03-24 23:15:49
"5236","S-9A","73J","737-900 (winglets)",2021-03-24 23:15:49
"5237","S-9A","73W","737-700 (winglets)",2021-03-24 23:15:49
"5238","S-9A","E70","EMB 170",2021-03-24 23:15:49
"5239","S-9A","E75","EMB 175",2021-03-24 23:15:49
"5240","S-9A","E90","EMB 190",2021-03-24 23:15:49
"5241","S-9A","E95","EMB 195",2021-03-24 23:15:49
"5242","S-9A","32B","Airbus A321 Sharklets",2021-03-24 23:15:49
"5243","S-9A","32A","Airbus A320 Sharklets",2021-03-24 23:15:49
"5244","S-9A","221","Airbus A221",2021-03-24 23:15:49
"5245","S-9A","223","Airbus A223",2021-03-24 23:15:49
"5246","S-9A","7M8","Boeing 737 MAX 8",2021-03-24 23:15:49
"5247","S-9A","7M9","Boeing 737 MAX 9",2021-03-24 23:15:49
"5248","S-9A","E7W","EMB 175 winglets",2021-03-24 23:15:49
"5249","S-9A","319","A319",2021-03-24 23:15:49
"5250","S-9A","321","A321-100/200",2021-03-24 23:15:49
"5251","S-9B","319","A319",2021-03-24 23:15:49
"5252","S-9B","733","737-300",NA
"5253","S-9B","321","A321-100/200",2021-03-24 23:15:49
"5254","S-9B","717","717",2021-03-24 23:15:49
"5255","S-9B","738","737-800",2021-03-24 23:15:49
"5256","S-9B","739","737-900",2021-03-24 23:15:50
"5257","S-9B","73G","737-700",2021-03-24 23:15:50
"5258","S-9B","73H","737-800 (winglets)",2021-03-24 23:15:50
"5259","S-9B","73J","737-900 (winglets)",2021-03-24 23:15:50
"5260","S-9B","73W","737-700 (winglets)",2021-03-24 23:15:50
"5261","S-9B","E70","EMB 170",2021-03-24 23:15:50
"5262","S-9B","E75","EMB 175",2021-03-24 23:15:50
"5263","S-9B","E90","EMB 190",2021-03-24 23:15:50
"5264","S-9B","E95","EMB 195",2021-03-24 23:15:50
"5265","S-9B","32B","Airbus A321 Sharklets",2021-03-24 23:15:50
"5266","S-9B","32A","Airbus A320 Sharklets",2021-03-24 23:15:50
"5267","S-9B","221","Airbus A221",2021-03-24 23:15:50
"5268","S-9B","223","Airbus A223",2021-03-24 23:15:50
"5269","S-9B","7M8","Boeing 737 MAX 8",2021-03-24 23:15:50
"5270","S-9B","7M9","Boeing 737 MAX 9",2021-03-24 23:15:50
"5271","S-9B","E7W","EMB 175 winglets",2021-03-24 23:15:50
"5272","S-9B","320","A320-100/200",2021-03-24 23:15:49
"5273","CG7-1A","73J","737-900 (winglets)",2021-04-02 23:15:52
"5274","CG7-1A","221","Airbus A221",2021-04-02 23:15:52
"5275","CG7-1A","223","Airbus A223",2021-04-02 23:15:53
"5276","CG7-1A","319","A319",2021-04-02 23:15:53
"5277","CG7-1A","737","ALL 737",2021-04-02 23:15:51
"5278","CG7-1A","32N","Airbus A320neo",2021-04-02 23:15:51
"5279","CG7-1A","73H","737-800 (winglets)",2021-04-02 23:15:51
"5280","CG7-1A","7M9","Boeing 737 MAX 9",2021-04-02 23:15:51
"5281","CG7-1A","73G","737-700",2021-04-02 23:15:51
"5282","CG7-1A","321","A321-100/200",2021-04-02 23:15:51
"5283","CG7-1A","32A","Airbus A320 Sharklets",2021-04-02 23:15:51
"5284","CG7-1A","739","737-900",2021-04-02 23:15:51
"5285","CG7-1A","E90","EMB 190",2021-04-02 23:15:51
"5286","CG7-1A","738","737-800",2021-04-02 23:15:51
"5287","CG7-1A","320","A320-100/200",2021-04-02 23:15:52
"5288","CG7-1A","7M8","Boeing 737 MAX 8",2021-04-02 23:15:52
"5289","CG7-1A","73W","737-700 (winglets)",2021-04-02 23:15:52
"5290","CG7-1A","7M7","Boeing 737 MAX 7",2021-04-02 23:15:52
"5291","CG7-1A","717","717",2021-04-02 23:15:53
"5292","CG7-1B","223","Airbus A223",2021-04-02 23:15:53
"5293","CG7-1B","73J","737-900 (winglets)",2021-04-02 23:15:52
"5294","CG7-1B","73G","737-700",2021-04-02 23:15:53
"5295","CG7-1B","737","ALL 737",2021-04-02 23:15:53
"5296","CG7-1B","319","A319",2021-04-02 23:15:53
"5297","CG7-1B","7M8","Boeing 737 MAX 8",2021-04-02 23:15:51
"5298","CG7-1B","7M7","Boeing 737 MAX 7",2021-04-02 23:15:52
"5299","CG7-1B","221","Airbus A221",2021-04-02 23:15:52
"5300","CG7-1B","321","A321-100/200",2021-04-02 23:15:52
"5301","CG7-1B","320","A320-100/200",2021-04-02 23:15:52
"5302","CG7-1B","7M9","Boeing 737 MAX 9",2021-04-02 23:15:52
"5303","CG7-1B","73H","737-800 (winglets)",2021-04-02 23:15:52
"5304","CG7-1B","738","737-800",2021-04-02 23:15:52
"5305","CG7-1B","717","717",2021-04-02 23:15:52
"5306","CG7-1B","739","737-900",2021-04-02 23:15:52
"5307","CG7-1B","32N","Airbus A320neo",2021-04-02 23:15:52
"5308","CG7-1B","32A","Airbus A320 Sharklets",2021-04-02 23:15:52
"5309","CG7-1B","E90","EMB 190",2021-04-02 23:15:52
"5310","CG7-1B","73W","737-700 (winglets)",2021-04-02 23:15:53
"5311","CG7-2B","E90","EMB 190",2021-04-02 23:15:53
"5312","CG7-2B","73J","737-900 (winglets)",2021-04-02 23:15:53
"5313","CG7-2B","32A","Airbus A320 Sharklets",2021-04-02 23:15:53
"5314","CG7-2B","7M9","Boeing 737 MAX 9",2021-04-02 23:15:53
"5315","CG7-2B","319","A319",2021-04-02 23:15:53
"5316","CG7-2B","73G","737-700",2021-04-02 23:15:53
"5317","CG7-2B","32B","Airbus A321 Sharklets",2021-04-02 23:15:53
"5318","CG7-2B","73W","737-700 (winglets)",2021-04-02 23:15:53
"5319","CG7-2B","73H","737-800 (winglets)",2021-04-02 23:15:53
"5320","CG7-2B","320","A320-100/200",2021-04-02 23:15:52
"5321","CG7-2B","321","A321-100/200",2021-04-02 23:15:52
"5322","CG7-2B","223","Airbus A223",2021-04-02 23:15:52
"5323","CG7-2B","221","Airbus A221",2021-04-02 23:15:52
"5324","CG7-2B","32N","Airbus A320neo",2021-04-02 23:15:52
"5325","CG7-2B","738","737-800",2021-04-02 23:15:52
"5326","CG7-2B","737","ALL 737",2021-04-02 23:15:52
"5327","CG7-2B","7M8","Boeing 737 MAX 8",2021-04-02 23:15:52
"5328","CG7-2B","7M7","Boeing 737 MAX 7",2021-04-02 23:15:52
"5329","CG7-2B","739","737-900",2021-04-02 23:15:52
"5330","CG7-2B","717","717",2021-04-02 23:15:52
"5331","CG7-2A","73H","737-800 (winglets)",2021-04-02 23:15:53
"5332","CG7-2A","221","Airbus A221",2021-04-02 23:15:53
"5333","CG7-2A","32A","Airbus A320 Sharklets",2021-04-02 23:15:54
"5334","CG7-2A","7M9","Boeing 737 MAX 9",2021-04-02 23:15:54
"5335","CG7-2A","7M8","Boeing 737 MAX 8",2021-04-02 23:15:54
"5336","CG7-2A","717","717",2021-04-02 23:15:53
"5337","CG7-2A","321","A321-100/200",2021-04-02 23:15:53
"5338","CG7-2A","32N","Airbus A320neo",2021-04-02 23:15:53
"5339","CG7-2A","E90","EMB 190",2021-04-02 23:15:53
"5340","CG7-2A","738","737-800",2021-04-02 23:15:53
"5341","CG7-2A","73W","737-700 (winglets)",2021-04-02 23:15:53
"5342","CG7-2A","739","737-900",2021-04-02 23:15:53
"5343","CG7-2A","223","Airbus A223",2021-04-02 23:15:53
"5344","CG7-2A","73G","737-700",2021-04-02 23:15:53
"5345","CG7-2A","73J","737-900 (winglets)",2021-04-02 23:15:53
"5346","CG7-2A","737","ALL 737",2021-04-02 23:15:53
"5347","CG7-2A","320","A320-100/200",2021-04-02 23:15:53
"5348","CG7-2A","319","A319",2021-04-02 23:15:53
"5349","CG7-2A","7M7","Boeing 737 MAX 7",2021-04-02 23:15:53
"5350","A-11B","223","Airbus A223",2021-09-24 23:15:21
"5351","A-11B","321","A321-100/200",2021-09-24 23:15:21
"5352","A-11B","221","Airbus A221",2021-09-24 23:15:21
"5353","A-11B","E7W","EMB 175 winglets",2021-09-24 23:15:21
"5354","A-11B","E75","EMB 175",2021-09-24 23:15:21
"5355","A-11B","E70","EMB 170",2021-09-24 23:15:21
"5356","A-11B","7M9","Boeing 737 MAX 9",2021-09-24 23:15:21
"5357","A-11B","7M8","Boeing 737 MAX 8",2021-09-24 23:15:21
"5358","A-11B","73W","737-700 (winglets)",2021-09-24 23:15:21
"5359","A-11B","717","717",2021-09-24 23:15:20
"5360","A-11B","32B","Airbus A321 Sharklets",2021-09-24 23:15:20
"5361","A-11B","32A","Airbus A320 Sharklets",2021-09-24 23:15:20
"5362","A-11B","319","A319",2021-09-24 23:15:20
"5363","A-11B","73G","737-700",2021-09-24 23:15:20
"5364","A-11B","E90","EMB 190",2021-09-24 23:15:20
"5365","A-11B","E95","EMB 195",2021-09-24 23:15:20
"5366","A-11B","7M7","Boeing 737 MAX 7",2021-09-24 23:15:20
"5367","A-11B","73J","737-900 (winglets)",2021-09-24 23:15:20
