"","stand","ac_type","ac_type_long","updated_at"
"1137","CG6-1","E90","EMB 190",2020-05-27 02:06:39
"1138","CG6-1","E95","EMB 195",2020-05-27 02:06:39
"1139","CG6-1","E75","EMB 175",2020-05-27 02:06:39
"1140","CG6-1","EM2","EMB 120 Brasilia",2020-05-27 02:06:39
"1141","CG6-1","M80","MD-80",2020-05-27 02:06:39
"1142","CG6-1","7M9","Boeing 737 MAX 9",2021-02-22 23:15:35
"1143","CG6-1","7M8","Boeing 737 MAX 8",2021-02-23 23:15:19
"1144","CG6-1","73Q","737-400 Combi",2020-05-27 02:06:41
"1145","CG6-1","73Y","737-300 Freighter",2020-05-27 02:06:41
"1146","CG6-1","D9C","DC-9-32 Freighter",2020-05-27 02:06:41
"1147","CG6-1","D9D","DC-9-41 Freighter",2020-05-27 02:06:41
"1148","CG6-1","D9X","DC-9-10/15 Freighter",2020-05-27 02:06:41
"1149","CG6-1","73X","737-200 Freighter",2020-05-27 02:06:41
"1150","CG6-1","739","737-900",2020-05-27 02:06:41
"1151","CG6-1","AT7","ATR 72",2020-05-27 02:06:41
"1152","CG6-1","ATF","ATR 72 Freighter",2020-05-27 02:06:41
"1153","CG6-1","14X","146 Freighter (-100QT & QC)",2020-05-27 02:06:41
"1154","CG6-1","14Y","146 Freighter (-200QT & QC)",2020-05-27 02:06:41
"1155","CG6-1","14Z","146 Freighter (-300QT & QC)",2020-05-27 02:06:41
"1156","CG6-1","AT4","ATR 42-300 / 320",2020-05-27 02:06:41
"1157","CG6-1","AT5","ATR 42-500",2020-05-27 02:06:41
"1158","CG6-1","ATD","ATR 42-400",2020-05-27 02:06:41
"1159","CG6-1","C208","Caravan C-208",2020-05-27 02:06:41
"1160","CG6-1","DC6","DC6A/B",2020-05-27 02:06:41
"1161","CG6-1","73H","737-800 (winglets)",2020-05-27 02:06:41
"1162","CG6-1","73J","737-900 (winglets)",2020-05-27 02:06:41
"1163","CG6-1","73W","737-700 (winglets)",2020-05-27 02:06:41
"1164","CG6-1","736","737-600",2020-05-27 02:06:41
"1165","CG6-1","738","737-800",2020-05-27 02:06:41
"1166","CG6-1","73G","737-700",2020-05-27 02:06:41
"1167","CG6-1","321","A321-100/200",2020-05-27 02:06:41
"1168","CG6-1","318","A318",2020-05-27 02:06:41
"1169","CG6-1","319","A319",2020-05-27 02:06:41
"1170","CG6-1","320","A320-100/200",2020-05-27 02:06:41
"1171","CG6-1","722","727-200",2020-05-27 02:06:41
"1172","CG6-1","73C","737-300 (winglets)",2020-05-27 02:06:41
"1173","CG6-1","73E","737-500 (winglets)",2020-05-27 02:06:41
"1174","CG6-1","DC3","DC-3",2020-05-27 02:06:41
"1175","CG6-1","733","737-300",2020-05-27 02:06:41
"1176","CG6-1","734","737-400",2020-05-27 02:06:41
"1177","CG6-1","735","737-500",2020-05-27 02:06:41
"1178","CG6-1","717","717",2020-05-27 02:06:41
"1179","CG6-1","D92","DC-9-21",2020-05-27 02:06:41
"1180","CG6-1","D93","DC-9-32",2020-05-27 02:06:41
"1181","CG6-1","D94","DC-9-41",2020-05-27 02:06:41
"1182","CG6-1","D95","DC-9-51",2020-05-27 02:06:41
"1183","CG6-1","732","737-200",2020-05-27 02:06:41
"1184","CG6-1","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:41
"1185","CG6-1","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:41
"1186","CG6-1","D91","DC-9-10/15",2020-05-27 02:06:41
"1187","CG6-1","E70","EMB 170",2020-05-27 02:06:41
"1188","CG6-1","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:41
"1189","CG6-1","CR9","CRJ 900",2020-05-27 02:06:41
"1190","CG6-1","CR7","CRJ 700",2020-05-27 02:06:41
"1191","CG6-1","CR2","CRJ 200",2020-05-27 02:06:41
"1192","CG6-1","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:41
"1193","CG6-1","DF3","Falcon 50 / 900",2020-05-27 02:06:41
"1194","CG6-1","DFL","Falcon",2020-05-27 02:06:41
"1195","CG6-1","D6F","DC-6A/B/C Freighter",2020-05-27 02:06:41
"1196","CG6-1","72X","727-100 Freighter",2020-05-27 02:06:41
"1197","CG6-1","D3F","DC-3 Freighter",2020-05-27 02:06:41
"1198","CG6-1","72Y","727-200 Freighter",2020-05-27 02:06:41
"1199","CG6-1","CVX","CV-440 Freighter",2020-05-27 02:06:41
"1200","CG6-1","CVY","CV-580 / 600 / 640 Freighter",2020-05-27 02:06:41
"1201","CG6-1","CVV","CV-240 Freighter",2020-05-27 02:06:41
"1202","CG6-1","73P","737-400 Freighter",2020-05-27 02:06:41
"1203","CG6-1","32B","Airbus A321 Sharklets",2020-05-27 02:06:40
"1204","CG6-1","M81","MD-81",2020-05-27 02:06:39
"1205","CG6-1","M82","MD-82",2020-05-27 02:06:39
"1206","CG6-2","I9X","IL-96-300 Freighter",2020-05-27 02:06:39
"1207","CG6-2","I9Y","IL-96T Freighter",2020-05-27 02:06:39
"1208","CG6-2","M1F","MD-11 Freighter",2020-05-27 02:06:39
"1209","CG6-2","KC10","KC-10 Military",2020-05-27 02:06:39
"1210","CG6-2","L1F","L-1011 Tristar Freighter",2020-05-27 02:06:39
"1211","CG6-2","T2F","Tu-204 Freighter",2020-05-27 02:06:39
"1212","CG6-2","LOH","L-182 / 282 / 382 (L-100) Hercules",2020-05-27 02:06:39
"1213","CG6-2","KC135","KC-135 Military",2020-05-27 02:06:39
"1214","CG6-2","I93","IL-96-300",2020-05-27 02:06:39
"1215","CG6-2","M11","MD-11",2020-05-27 02:06:39
"1216","CG6-2","339","Airbus A330-900",2021-01-19 23:15:58
"1217","CG6-2","74N","B747-8F",2020-05-27 02:06:42
"1218","CG6-2","35L","Airbus A350-900",NA
"1219","CG6-2","IL7","IL-76",2020-05-27 02:06:41
"1220","CG6-2","743","747-300",2020-05-27 02:06:41
"1221","CG6-2","74V","747SR Freighter",2020-05-27 02:06:41
"1222","CG6-2","74E","747-400 Combi",2020-05-27 02:06:41
"1223","CG6-2","74T","747-100 Freighter",2020-05-27 02:06:41
"1224","CG6-2","74U","747-300 / 747-200 SUD Freighter",2020-05-27 02:06:41
"1225","CG6-2","313","A310-300",2020-05-27 02:06:41
"1226","CG6-2","75W","757-200 (winglets)",2020-05-27 02:06:41
"1227","CG6-2","752","757-200",2020-05-27 02:06:41
"1228","CG6-2","753","757-300",2020-05-27 02:06:41
"1229","CG6-2","74Y","747-400 Freighter",2020-05-27 02:06:41
"1230","CG6-2","77X","777-200LR Freighter",2020-05-27 02:06:41
"1231","CG6-2","33X","A330-200 Freighter",2020-05-27 02:06:41
"1232","CG6-2","D8Y","DC-8-71 / 72 / 73 Freighter",2020-05-27 02:06:41
"1233","CG6-2","74X","747-200 Freighter",2020-05-27 02:06:41
"1234","CG6-2","D1C","DC-10-30/40",2020-05-27 02:06:41
"1235","CG6-2","D1Y","DC-10-30 / 40 Freighter",2020-05-27 02:06:41
"1236","CG6-2","C17A","C-17A Military",2020-05-27 02:06:41
"1237","CG6-2","C141","C-141 Military",2020-05-27 02:06:41
"1238","CG6-2","76X","767-200 Freighter",2020-05-27 02:06:41
"1239","CG6-2","76Y","767-300 Freighter",2020-05-27 02:06:41
"1240","CG6-2","D1X","DC-10-10 Freighter",2020-05-27 02:06:41
"1241","CG6-2","D8T","DC-8-50 Freighter",2020-05-27 02:06:41
"1242","CG6-2","D8X","DC-8-61 / 62 / 63 Freighter",2020-05-27 02:06:41
"1243","CG6-2","ABB","A300-600ST Beluga",2020-05-27 02:06:41
"1244","CG6-2","ABX","A300C4/F4 Freighter",2020-05-27 02:06:41
"1245","CG6-2","ABY","A600-600 Freighter",2020-05-27 02:06:41
"1246","CG6-2","70F","707-320C Freighter",2020-05-27 02:06:41
"1247","CG6-2","70M","707-320 Combi",2020-05-27 02:06:41
"1248","CG6-2","31X","A310-200 Freighter",2020-05-27 02:06:41
"1249","CG6-2","31Y","A310-300 Freighter",2020-05-27 02:06:41
"1250","CG6-2","C130","C-130 Military",2020-05-27 02:06:41
"1251","CG6-2","75F","757-200 Freighter",2020-05-27 02:06:41
"1252","CG6-2","744","747-400",2020-05-27 02:06:41
"1253","CG6-2","77L","777-200LR",2020-05-27 02:06:41
"1254","CG6-2","77W","777-300ER",2020-05-27 02:06:41
"1255","CG6-2","345","A340-500",2020-05-27 02:06:41
"1256","CG6-2","346","A340-600",2020-05-27 02:06:41
"1257","CG6-2","358","A350-800",2020-05-27 02:06:41
"1258","CG6-2","359","A350-900",2020-05-27 02:06:41
"1259","CG6-2","773","777-300",2020-05-27 02:06:41
"1260","CG6-2","764","767-400",2020-05-27 02:06:41
"1261","CG6-2","76W","767-300 (winglets)",2020-05-27 02:06:41
"1262","CG6-2","762","767-200",2020-05-27 02:06:41
"1263","CG6-2","763","767-300",2020-05-27 02:06:41
"1264","CG6-2","D11","DC-10-10/15",2020-05-27 02:06:41
"1265","CG6-2","312","A310-200",2020-05-27 02:06:41
"1266","CG6-2","75Z","757-300 (winglets)",2020-05-27 02:06:41
"1267","CG6-2","772","777-200",2020-05-27 02:06:41
"1268","CG6-2","332","A330-200",2020-05-27 02:06:41
"1269","CG6-2","333","A330-300",2020-05-27 02:06:41
"1270","CG6-2","342","A340-200",2020-05-27 02:06:41
"1271","CG6-2","343","A340-300",2020-05-27 02:06:41
"1272","CG6-2","788","787-8",2020-05-27 02:06:41
"1273","CG6-2","789","787-9",2020-05-27 02:06:41
"1274","CG6-2","742","747-200",2020-05-27 02:06:41
"1275","CG6-2","74C","747-200 Combi",2020-05-27 02:06:39
"1276","CG6-2","AN4","An-24",2020-05-27 02:06:39
"1277","CG6-2","781","BOEING 787-10",2021-03-02 23:16:07
"1278","CG6-2","321","A321-100/200",2020-05-27 02:06:40
"1279","CG6-2","32B","Airbus A321 Sharklets",2020-05-27 02:06:40
"1280","CG6-3","73P","737-400 Freighter",2020-05-27 02:06:41
"1281","CG6-3","A4F","An-124",2020-05-27 02:06:41
"1282","CG6-3","C5A","C-5 Military",2020-05-27 02:06:41
"1283","CG6-3","ALL","ALL",2020-05-27 02:06:39
"1284","CG6-3","32B","Airbus A321 Sharklets",2020-05-27 02:06:40
"1285","CG6-3","M80","MD-80",2020-05-27 02:06:39
"1286","CG6-3","M81","MD-81",2020-05-27 02:06:39
"1287","CG6-3","M82","MD-82",2020-05-27 02:06:39
"1288","CG6-3","M83","MD-83",2020-05-27 02:06:39
"1289","CG6-3","M87","MD-87",2020-05-27 02:06:39
"1290","CG6-3","M88","MD-88",2020-05-27 02:06:39
"1291","CG6-3","M90","MD-90-30",2020-05-27 02:06:39
"1292","CG6-3","E90","EMB 190",2020-05-27 02:06:39
"1293","CG6-3","E95","EMB 195",2020-05-27 02:06:39
"1294","CG6-3","E75","EMB 175",2020-05-27 02:06:39
"1295","CG6-3","EM2","EMB 120 Brasilia",2020-05-27 02:06:39
"1296","CG6-3","7M9","Boeing 737 MAX 9",2021-02-22 23:15:35
"1297","CG6-3","7M8","Boeing 737 MAX 8",2021-02-23 23:15:19
"1298","CG6-3","74N","B747-8F",2020-05-27 02:06:42
"1299","CG6-3","38F","A380 Freighter",2020-05-27 02:06:41
"1300","CG6-3","74B","747-400F Swingtail",2020-05-27 02:06:41
"1301","CG6-3","73Q","737-400 Combi",2020-05-27 02:06:41
"1302","CG6-3","D6F","DC-6A/B/C Freighter",2020-05-27 02:06:41
"1303","CG6-3","72X","727-100 Freighter",2020-05-27 02:06:41
"1304","CG6-3","72Y","727-200 Freighter",2020-05-27 02:06:41
"1305","CG6-3","CVX","CV-440 Freighter",2020-05-27 02:06:41
"1306","CG6-3","CVY","CV-580 / 600 / 640 Freighter",2020-05-27 02:06:41
"1307","CG6-3","D3F","DC-3 Freighter",2020-05-27 02:06:41
"1308","CG6-3","73Y","737-300 Freighter",2020-05-27 02:06:41
"1309","CG6-3","D9C","DC-9-32 Freighter",2020-05-27 02:06:41
"1310","CG6-3","D9D","DC-9-41 Freighter",2020-05-27 02:06:41
"1311","CG6-3","D9X","DC-9-10/15 Freighter",2020-05-27 02:06:41
"1312","CG6-3","73X","737-200 Freighter",2020-05-27 02:06:41
"1313","CG6-3","CVV","CV-240 Freighter",2020-05-27 02:06:41
"1314","CG6-3","AT7","ATR 72",2020-05-27 02:06:41
"1315","CG6-3","ATF","ATR 72 Freighter",2020-05-27 02:06:41
"1316","CG6-3","14X","146 Freighter (-100QT & QC)",2020-05-27 02:06:41
"1317","CG6-3","14Y","146 Freighter (-200QT & QC)",2020-05-27 02:06:41
"1318","CG6-3","DC6","DC6A/B",2020-05-27 02:06:41
"1319","CG6-3","14Z","146 Freighter (-300QT & QC)",2020-05-27 02:06:41
"1320","CG6-3","AT4","ATR 42-300 / 320",2020-05-27 02:06:41
"1321","CG6-3","AT5","ATR 42-500",2020-05-27 02:06:41
"1322","CG6-3","ATD","ATR 42-400",2020-05-27 02:06:41
"1323","CG6-3","C208","Caravan C-208",2020-05-27 02:06:41
"1324","CG6-3","D95","DC-9-51",2020-05-27 02:06:41
"1325","CG6-3","736","737-600",2020-05-27 02:06:41
"1326","CG6-3","73H","737-800 (winglets)",2020-05-27 02:06:41
"1327","CG6-3","73J","737-900 (winglets)",2020-05-27 02:06:41
"1328","CG6-3","73W","737-700 (winglets)",2020-05-27 02:06:41
"1329","CG6-3","738","737-800",2020-05-27 02:06:41
"1330","CG6-3","739","737-900",2020-05-27 02:06:41
"1331","CG6-3","73G","737-700",2020-05-27 02:06:41
"1332","CG6-3","722","727-200",2020-05-27 02:06:41
"1333","CG6-3","DH4","DHC-8-400 Dash 8/ 8Q",2020-05-27 02:06:41
"1334","CG6-3","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:41
"1335","CG6-3","D91","DC-9-10/15",2020-05-27 02:06:41
"1336","CG6-3","E70","EMB 170",2020-05-27 02:06:41
"1337","CG6-3","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:41
"1338","CG6-3","CR9","CRJ 900",2020-05-27 02:06:41
"1339","CG6-3","CR7","CRJ 700",2020-05-27 02:06:41
"1340","CG6-3","CR2","CRJ 200",2020-05-27 02:06:41
"1341","CG6-3","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:41
"1342","CG6-3","DF3","Falcon 50 / 900",2020-05-27 02:06:41
"1343","CG6-3","DFL","Falcon",2020-05-27 02:06:41
"1344","CG6-3","380","A380",2020-05-27 02:06:41
"1345","CG6-3","321","A321-100/200",2020-05-27 02:06:41
"1346","CG6-3","318","A318",2020-05-27 02:06:41
"1347","CG6-3","319","A319",2020-05-27 02:06:41
"1348","CG6-3","320","A320-100/200",2020-05-27 02:06:41
"1349","CG6-3","73C","737-300 (winglets)",2020-05-27 02:06:41
"1350","CG6-3","73E","737-500 (winglets)",2020-05-27 02:06:41
"1351","CG6-3","DC3","DC-3",2020-05-27 02:06:41
"1352","CG6-3","733","737-300",2020-05-27 02:06:41
"1353","CG6-3","734","737-400",2020-05-27 02:06:41
"1354","CG6-3","735","737-500",2020-05-27 02:06:41
"1355","CG6-3","717","717",2020-05-27 02:06:41
"1356","CG6-3","D92","DC-9-21",2020-05-27 02:06:41
"1357","CG6-3","D93","DC-9-32",2020-05-27 02:06:41
"1358","CG6-3","D94","DC-9-41",2020-05-27 02:06:41
"1359","CG6-3","732","737-200",2020-05-27 02:06:41
"1360","CG6-4","788","787-8",NA
"1361","CG6-4","M11","MD-11",2020-05-27 02:06:39
"1362","CG6-4","319","A319",2020-05-27 02:06:42
"1363","CG6-4","320","A320-100/200",2020-05-27 02:06:42
"1364","CG6-4","321","A321-100/200",2020-05-27 02:06:42
"1365","CG6-4","E75","EMB 175",2020-05-27 02:06:42
"1366","CG6-4","32B","Airbus A321 Sharklets",2020-05-27 02:06:42
"1367","CG6-4","32A","Airbus A320 Sharklets",2020-05-27 02:06:42
"1368","CG6-4","DC9","ALL DC9",2020-05-27 02:06:42
"1369","CG6-4","74N","B747-8F",2020-05-27 02:06:42
"1370","CG6-4","789","787-9",2020-05-27 02:06:43
"1371","CG6-4","M1F","MD-11 Freighter",2021-05-25 23:15:49
"1372","CG6-4","75F","757-200 Freighter",2020-05-27 02:06:41
"1373","CG6-4","744","747-400",2020-05-27 02:06:41
"1374","CG6-4","77L","777-200LR",2020-05-27 02:06:41
"1375","CG6-4","77W","777-300ER",2020-05-27 02:06:41
"1376","CG6-4","332","A330-200",2020-05-27 02:06:41
"1377","CG6-4","772","777-200",2020-05-27 02:06:41
"1378","CG6-4","773","777-300",2020-05-27 02:06:41
"1379","CG6-4","333","A330-300",2020-05-27 02:06:41
"1380","CG6-4","752","757-200",2020-05-27 02:06:41
"1381","CG6-4","753","757-300",2020-05-27 02:06:41
"1382","CG6-4","742","747-200",2020-05-27 02:06:41
"1383","CG6-4","77X","777-200LR Freighter",2020-05-27 02:06:41
"1384","CG6-4","33X","A330-200 Freighter",2020-05-27 02:06:41
"1385","CG6-4","743","747-300",2020-05-27 02:06:41
"1386","CG6-4","75W","757-200 (winglets)",2020-05-27 02:06:41
"1387","CG6-4","75Z","757-300 (winglets)",2020-05-27 02:06:41
"1388","CG6-4","74E","747-400 Combi",2020-05-27 02:06:41
"1389","CG6-4","74Y","747-400 Freighter",2020-05-27 02:06:41
"1390","CG6-4","74T","747-100 Freighter",2020-05-27 02:06:41
"1391","CG6-4","74U","747-300 / 747-200 SUD Freighter",2020-05-27 02:06:41
"1392","CG6-4","74V","747SR Freighter",2020-05-27 02:06:41
"1393","CG6-4","74X","747-200 Freighter",2020-05-27 02:06:41
"1394","CG6-4","739RON","RON < 739",2020-05-27 02:06:41
"1395","CG6-4","ANF","An-12",2020-05-27 02:06:42
"1396","CG6-4","74C","747-200 Combi",2020-05-27 02:06:39
"1397","CG6-4","7M8","Boeing 737 MAX 8",2021-03-02 23:16:07
"1398","CG6-4","7M9","Boeing 737 MAX 9",2021-03-02 23:16:07
"1399","CG6-4","781","BOEING 787-10",2021-03-02 23:16:07
"1400","CG6-4","A4F","An-124",2020-05-27 02:06:40
"1401","CG6-4","339","Airbus A330-900",2021-01-19 23:15:58
"1402","CG6-5","IL7","IL-76",2020-05-27 02:06:42
"1403","CG6-5","DC6","DC6A/B",2020-05-27 02:06:41
"1404","CG6-5","DC10","ALL DC10",2020-05-27 02:06:42
"1405","CG6-5","76Y","767-300 Freighter",2020-05-27 02:06:43
"1406","CG6-5","76W","767-300 (winglets)",2020-05-27 02:06:43
"1407","CG6-5","762","767-200",2020-05-27 02:06:43
"1408","CG6-5","763","767-300",2020-05-27 02:06:43
"1409","CG6-5","76X","767-200 Freighter",2020-05-27 02:06:43
"1410","CG6-5","DC3","DC-3",2020-05-27 02:06:41
"1411","CG6-5","D95","DC-9-51",2020-05-27 02:06:41
"1412","CG6-5","D92","DC-9-21",2020-05-27 02:06:41
"1413","CG6-5","D93","DC-9-32",2020-05-27 02:06:41
"1414","CG6-5","D94","DC-9-41",2020-05-27 02:06:41
"1415","CG6-5","D91","DC-9-10/15",2020-05-27 02:06:41
"1416","CG6-5","D6F","DC-6A/B/C Freighter",2020-05-27 02:06:41
"1417","CG6-5","D9C","DC-9-32 Freighter",2020-05-27 02:06:41
"1418","CG6-5","D9D","DC-9-41 Freighter",2020-05-27 02:06:41
"1419","CG6-5","D9X","DC-9-10/15 Freighter",2020-05-27 02:06:41
"1420","CG6-5","M11","MD-11",2020-05-27 02:06:42
"1421","CG7-2","7M7","Boeing 737 MAX 7",2021-04-02 23:15:51
"1422","D-1","7M9","Boeing 737 MAX 9",2021-02-22 23:15:35
"1423","D-1","736","737-600",2020-05-27 02:06:41
"1424","D-1","E7W","EMB 175 winglets",2021-05-29 23:15:16
"1425","D-1","73J","737-900 (winglets)",2020-05-27 02:06:41
"1426","D-1","738","737-800",2020-05-27 02:06:41
"1427","D-1","739","737-900",2020-05-27 02:06:41
"1428","D-1","73G","737-700",2020-05-27 02:06:41
"1429","D-1","321","A321-100/200",2020-05-27 02:06:41
"1430","D-1","319","A319",2020-05-27 02:06:41
"1431","D-1","320","A320-100/200",2020-05-27 02:06:41
"1432","D-1","73C","737-300 (winglets)",2020-05-27 02:06:41
"1433","D-1","73E","737-500 (winglets)",2020-05-27 02:06:41
"1434","D-1","733","737-300",2020-05-27 02:06:41
"1435","D-1","734","737-400",2020-05-27 02:06:41
"1436","D-1","735","737-500",2020-05-27 02:06:41
"1437","D-1","732","737-200",2020-05-27 02:06:41
"1438","D-1","E75","EMB 175",2020-05-27 02:06:41
"1439","D-1","73W","737-700 (winglets)",2020-05-27 02:06:41
"1440","D-1","73H","737-800 (winglets)",2020-05-27 02:06:41
"1441","D-1","7M8","Boeing 737 MAX 8",2021-02-23 23:15:21
"1442","D-10","7M8","Boeing 737 MAX 8",2021-02-23 23:15:21
"1443","D-10","32B","Airbus A321 Sharklets",2020-05-27 02:06:40
"1444","D-10","E7W","EMB 175 winglets",2021-05-29 23:15:17
"1445","D-10","739","737-900",2020-05-27 02:06:41
"1446","D-10","73G","737-700",2020-05-27 02:06:41
"1447","D-10","321","A321-100/200",2020-05-27 02:06:41
"1448","D-10","319","A319",2020-05-27 02:06:41
"1449","D-10","320","A320-100/200",2020-05-27 02:06:41
"1450","D-10","73C","737-300 (winglets)",2020-05-27 02:06:41
"1451","D-10","73E","737-500 (winglets)",2020-05-27 02:06:41
"1452","D-10","733","737-300",2020-05-27 02:06:41
"1453","D-10","734","737-400",2020-05-27 02:06:41
"1454","D-10","735","737-500",2020-05-27 02:06:41
"1455","D-10","E75","EMB 175",2020-05-27 02:06:41
"1456","D-10","732","737-200",2020-05-27 02:06:41
"1457","D-10","736","737-600",2020-05-27 02:06:41
"1458","D-10","73W","737-700 (winglets)",2020-05-27 02:06:41
"1459","D-10","73J","737-900 (winglets)",2020-05-27 02:06:41
"1460","D-10","73H","737-800 (winglets)",2020-05-27 02:06:41
"1461","D-10","738","737-800",2020-05-27 02:06:41
"1462","D-10","7M9","Boeing 737 MAX 9",2021-02-22 23:15:35
"1463","D-11","7M9","Boeing 737 MAX 9",2021-02-22 23:15:34
"1464","D-11","32B","Airbus A321 Sharklets",2020-05-27 02:06:40
"1465","D-11","E90","EMB 190",2020-05-27 02:06:44
"1466","D-11","E95","EMB 195",2020-05-27 02:06:44
"1467","D-11","E7W","EMB 175 winglets",2021-05-29 23:15:17
"1468","D-11","73C","737-300 (winglets)",2020-05-27 02:06:41
"1469","D-11","73E","737-500 (winglets)",2020-05-27 02:06:41
"1470","D-11","735","737-500",2020-05-27 02:06:41
"1471","D-11","733","737-300",2020-05-27 02:06:41
"1472","D-11","734","737-400",2020-05-27 02:06:41
"1473","D-11","717","717",2020-05-27 02:06:41
"1474","D-11","D9D","DC-9-41 Freighter",2020-05-27 02:06:41
"1475","D-11","732","737-200",2020-05-27 02:06:41
"1476","D-11","E70","EMB 170",2020-05-27 02:06:41
"1477","D-11","E75","EMB 175",2020-05-27 02:06:41
"1478","D-11","CR9","CRJ 900",2020-05-27 02:06:41
"1479","D-11","73W","737-700 (winglets)",2020-05-27 02:06:41
"1480","D-11","73J","737-900 (winglets)",2020-05-27 02:06:41
"1481","D-11","73H","737-800 (winglets)",2020-05-27 02:06:41
"1482","D-11","736","737-600",2020-05-27 02:06:41
"1483","D-11","738","737-800",2020-05-27 02:06:41
"1484","D-11","739","737-900",2020-05-27 02:06:41
"1485","D-11","73G","737-700",2020-05-27 02:06:41
"1486","D-11","321","A321-100/200",2020-05-27 02:06:41
"1487","D-11","318","A318",2020-05-27 02:06:41
"1488","D-11","319","A319",2020-05-27 02:06:41
"1489","D-11","320","A320-100/200",2020-05-27 02:06:41
"1490","D-11","722","727-200",2020-05-27 02:06:41
"1491","D-11","7M8","Boeing 737 MAX 8",2021-02-23 23:15:20
"1492","D-2","7M9","Boeing 737 MAX 9",2021-02-22 23:15:34
"1493","D-2","73J","737-900 (winglets)",2020-05-27 02:06:39
"1494","D-2","E7W","EMB 175 winglets",2021-05-29 23:15:16
"1495","D-2","M80","MD-80",2020-05-27 02:06:43
"1496","D-2","M81","MD-81",2020-05-27 02:06:43
"1497","D-2","M82","MD-82",2020-05-27 02:06:43
"1498","D-2","M83","MD-83",2020-05-27 02:06:43
"1499","D-2","M87","MD-87",2020-05-27 02:06:43
"1500","D-2","M88","MD-88",2020-05-27 02:06:43
"1501","D-2","M90","MD-90-30",2020-05-27 02:06:43
"1502","D-2","E90","EMB 190",2020-05-27 02:06:43
"1503","D-2","E95","EMB 195",2020-05-27 02:06:43
"1504","D-2","EM2","EMB 120 Brasilia",2020-05-27 02:06:43
"1505","D-2","E75","EMB 175",2020-05-27 02:06:41
"1506","D-2","DH2","DHC-8-200 Dash 8 / 8Q",2020-05-27 02:06:41
"1507","D-2","CR9","CRJ 900",2020-05-27 02:06:41
"1508","D-2","CR7","CRJ 700",2020-05-27 02:06:41
"1509","D-2","CR2","CRJ 200",2020-05-27 02:06:41
"1510","D-2","DF2","Falcon 10 / 100 / 20 / 200 / 2000",2020-05-27 02:06:41
"1511","D-2","DF3","Falcon 50 / 900",2020-05-27 02:06:41
"1512","D-2","DFL","Falcon",2020-05-27 02:06:41
"1513","D-2","73W","737-700 (winglets)",2020-05-27 02:06:41
"1514","D-2","73C","737-300 (winglets)",2020-05-27 02:06:41
"1515","D-2","73G","737-700",2020-05-27 02:06:41
"1516","D-2","722","727-200",2020-05-27 02:06:41
"1517","D-2","318","A318",2020-05-27 02:06:41
"1518","D-2","319","A319",2020-05-27 02:06:41
"1519","D-2","320","A320-100/200",2020-05-27 02:06:41
"1520","D-2","732","737-200",2020-05-27 02:06:41
"1521","D-2","73E","737-500 (winglets)",2020-05-27 02:06:41
"1522","D-2","DC3","DC-3",2020-05-27 02:06:41
"1523","D-2","733","737-300",2020-05-27 02:06:41
"1524","D-2","734","737-400",2020-05-27 02:06:41
"1525","D-2","735","737-500",2020-05-27 02:06:41
"1526","D-2","717","717",2020-05-27 02:06:41
"1527","D-2","D92","DC-9-21",2020-05-27 02:06:41
"1528","D-2","D93","DC-9-32",2020-05-27 02:06:41
"1529","D-2","D94","DC-9-41",2020-05-27 02:06:41
"1530","D-2","D95","DC-9-51",2020-05-27 02:06:41
"1531","D-2","D9C","DC-9-32 Freighter",2020-05-27 02:06:41
"1532","D-2","D9D","DC-9-41 Freighter",2020-05-27 02:06:41
"1533","D-2","D9X","DC-9-10/15 Freighter",2020-05-27 02:06:41
"1534","D-2","DH3","DHC-8-300 Dash 8 / 8Q",2020-05-27 02:06:41
"1535","D-2","D91","DC-9-10/15",2020-05-27 02:06:41
"1536","D-2","E70","EMB 170",2020-05-27 02:06:41
"1537","D-2","739","737-900",2020-05-27 02:06:39
"1538","D-2","73H","737-800 (winglets)",2020-05-27 02:06:39
"1539","D-2","7M8","Boeing 737 MAX 8",2021-02-23 23:15:20
"1540","D-3","7M8","Boeing 737 MAX 8",2021-02-23 23:15:20
"1541","D-3","73W","737-700 (winglets)",2020-05-27 02:06:42
"1542","D-3","E7W","EMB 175 winglets",2021-05-29 23:15:16
"1543","D-3","M80","MD-80",2020-05-27 02:06:43
"1544","D-3","M81","MD-81",2020-05-27 02:06:43
"1545","D-3","M82","MD-82",2020-05-27 02:06:43
"1546","D-3","M83","MD-83",2020-05-27 02:06:43
"1547","D-3","M87","MD-87",2020-05-27 02:06:43
"1548","D-3","M88","MD-88",2020-05-27 02:06:43
"1549","D-3","M90","MD-90-30",2020-05-27 02:06:43
"1550","D-3","E90","EMB 190",2020-05-27 02:06:43
"1551","D-3","E95","EMB 195",2020-05-27 02:06:43
"1552","D-3","EM2","EMB 120 Brasilia",2020-05-27 02:06:43
"1553","D-3","D92","DC-9-21",2020-05-27 02:06:41
